WBAN	Date	Time	StationType	SkyCondition	ConvertSky	SC1	SC2	SC3	SkyConditionFlag	Visibility	WeatherType	DryBulbFarenheit	DryBulbCelsius	RelativeHumidity	WindSpeed	WindSpeedFlag	HourlyPrecip	HourlyPrecipFlag	RealDate	TimeCheck
24229	20120118	1953	11	OVC013	8	OVC	0	0	 	10	 	52	11.1	83	10	 	 	 	1/18/12	1953
24229	20120118	2053	11	OVC013	8	OVC	0	0	 	10	 	52	11.1	83	5	 	 	 	1/18/12	2053
24229	20120118	2153	11	OVC013	8	OVC	0	0	 	10	 	52	11.1	83	11	 	 	 	1/18/12	2153
24229	20120118	2253	11	OVC013	8	OVC	0	0	 	10	 	52	11.1	83	6	 	 	 	1/18/12	2253
24229	20120118	2353	11	OVC013	8	OVC	0	0	 	10	 	53	11.7	83	9	 	 	 	1/18/12	2353
24229	20120119	53	11	OVC013	8	OVC	0	0	 	10	#NAME?	51	10.6	90	6	 	  T	 	1/19/12	53
24229	20120119	153	11	OVC013	8	OVC	0	0	 	10	 	43	6.1	93	7	 	  T	 	1/19/12	153
24229	20120119	253	11	OVC013	8	OVC	0	0	 	9	#NAME?	52	11.1	90	14	 	0.02	 	1/19/12	253
24229	20120119	353	11	FEW013 OVC055	8	FEW	OVC	0	 	6	#NAME?	41	5	96	15	 	0.07	 	1/19/12	353
24229	20120119	453	11	SCT009 OVC055	8	SCT	OVC	0	 	6	RA BR	40	4.4	96	15	 	0.07	 	1/19/12	453
24229	20120119	553	11	FEW009 OVC046	8	FEW	OVC	0	 	4	RA BR	40	4.4	96	15	 	0.13	 	1/19/12	553
24229	20120119	653	11	FEW009 OVC019	8	FEW	OVC	0	 	5	RA BR	39	3.9	96	17	 	0.12	 	1/19/12	653
24229	20120119	753	11	OVC021	8	OVC	0	0	 	4	RA BR	39	3.9	100	13	 	0.16	 	1/19/12	753
24229	20120119	853	11	OVC019	8	OVC	0	0	 	3	RA BR	39	3.9	100	14	 	0.19	 	1/19/12	853
24229	20120119	953	11	SCT005 OVC015	8	SCT	OVC	0	 	3	#NAME?	39	3.9	100	8	 	0.22	 	1/19/12	953
24229	20120119	1053	11	BKN005 OVC012	8	BKN	OVC	0	 	1.5	#NAME?	39	3.9	96	14	 	0.27	 	1/19/12	1053
24229	20120119	1153	11	BKN005 OVC012	8	BKN	OVC	0	 	1.5	#NAME?	40	4.4	96	9	 	0.32	 	1/19/12	1153
24229	20120119	1253	11	BKN005 OVC010	8	BKN	OVC	0	 	1.5	#NAME?	41	5	100	9	 	0.2	 	1/19/12	1253
24229	20120119	1353	11	BKN003 OVC010	8	BKN	OVC	0	 	1.5	BR	42	5.6	96	8	 	0.06	 	1/19/12	1353
24229	20120119	1453	11	SCT005 BKN010 OVC026	8	SCT	BKN	OVC	 	6	#NAME?	41	5	96	10	 	  T	 	1/19/12	1453
24229	20120119	1553	11	BKN010 OVC033	8	BKN	OVC	0	 	7	 	41	5	100	0	 	  T	 	1/19/12	1553
24229	20120119	1653	11	SCT027 BKN060 OVC070	8	SCT	BKN	OVC	 	10	#NAME?	40	4.4	96	0	 	0.01	 	1/19/12	1653
24229	20120119	1753	11	FEW008 BKN016 OVC035	8	FEW	BKN	OVC	 	10	 	41	5	86	0	 	 	 	1/19/12	1753
24229	20120119	1853	11	FEW008 OVC016	8	FEW	OVC	0	 	10	 	39	3.9	93	7	 	0.03	 	1/19/12	1853
24229	20120119	1953	11	FEW006 OVC014	8	FEW	OVC	0	 	10	 	38	3.3	93	7	 	  T	 	1/19/12	1953
24229	20120119	2053	11	FEW004 BKN010 OVC014	8	FEW	BKN	OVC	 	10	 	38	3.3	93	8	 	 	 	1/19/12	2053
24229	20120119	2153	11	BKN004 BKN012 OVC016	8	BKN	BKN	OVC	 	4	#NAME?	38	3.3	93	8	 	0.02	 	1/19/12	2153
24229	20120119	2253	11	FEW004 BKN006 OVC012	8	FEW	BKN	OVC	 	10	 	39	3.9	93	6	 	0.02	 	1/19/12	2253
24229	20120119	2353	11	BKN006 OVC012	8	BKN	OVC	0	 	10	 	38	3.3	96	7	 	 	 	1/19/12	2353
24229	20120120	53	11	BKN004 BKN006 OVC015	8	BKN	BKN	OVC	 	5	#NAME?	38	3.3	96	10	 	0.02	 	1/20/12	53
24229	20120120	153	11	FEW006 BKN010 OVC012	8	FEW	BKN	OVC	 	10	 	38	3.3	93	11	 	  T	 	1/20/12	153
24229	20120120	253	11	FEW006 SCT010 OVC012	8	FEW	SCT	OVC	 	10	#NAME?	38	3.3	93	14	 	  T	 	1/20/12	253
24229	20120120	353	11	FEW010 BKN015 OVC024	8	FEW	BKN	OVC	 	10	 	38	3.3	93	13	 	  T	 	1/20/12	353
24229	20120120	453	11	FEW010 BKN013 OVC015	8	FEW	BKN	OVC	 	10	 	39	3.9	89	16	 	 	 	1/20/12	453
24229	20120120	553	11	SCT018 BKN029 OVC046	8	SCT	BKN	OVC	 	10	 	39	3.9	93	14	 	 	 	1/20/12	553
24229	20120120	653	11	BKN021 OVC031	8	BKN	OVC	0	 	6	#NAME?	39	3.9	89	15	 	  T	 	1/20/12	653
24229	20120120	753	11	FEW021 SCT029 BKN037	6	FEW	SCT	BKN	 	10	 	38	3.3	93	15	 	 	 	1/20/12	753
24229	20120120	853	11	FEW028 BKN034 OVC070	8	FEW	BKN	OVC	 	9	#NAME?	39	3.9	86	13	 	0.01	 	1/20/12	853
24229	20120120	953	11	SCT020 BKN035 OVC055	8	SCT	BKN	OVC	 	10	#NAME?	40	4.4	86	11	 	0.01	 	1/20/12	953
24229	20120120	1053	11	FEW020 SCT045 OVC065	8	FEW	SCT	OVC	 	9	#NAME?	40	4.4	89	16	 	0.02	 	1/20/12	1053
24229	20120120	1153	11	SCT015 BKN044 OVC060	8	SCT	BKN	OVC	 	7	#NAME?	39	3.9	89	15	 	0.03	 	1/20/12	1153
24229	20120120	1253	11	BKN046 OVC060	8	BKN	OVC	0	 	5	RA BR	37	2.8	89	21	 	0.04	 	1/20/12	1253
24229	20120120	1353	11	BKN041 OVC050	8	BKN	OVC	0	 	4	RA BR	36	2.2	92	21	 	0.1	 	1/20/12	1353
24229	20120120	1453	11	OVC041	8	OVC	0	0	 	7	#NAME?	36	2.2	92	22	 	0.07	 	1/20/12	1453
24229	20120120	1553	11	OVC039	8	OVC	0	0	 	10	#NAME?	37	2.8	89	22	 	0.03	 	1/20/12	1553
24229	20120120	1653	11	FEW017 OVC037	8	FEW	OVC	0	 	10	 	37	2.8	89	20	 	  T	 	1/20/12	1653
24229	20120120	1753	11	BKN040 OVC048	8	BKN	OVC	0	 	9	#NAME?	36	2.2	89	21	 	0.02	 	1/20/12	1753
24229	20120120	1853	11	OVC040	8	OVC	0	0	 	10	#NAME?	36	2.2	92	21	 	  T	 	1/20/12	1853
24229	20120120	1953	11	SCT025 BKN036 OVC047	8	SCT	BKN	OVC	 	5	#NAME?	37	2.8	89	21	 	0.07	 	1/20/12	1953
24229	20120120	2053	11	BKN013 OVC022	8	BKN	OVC	0	 	4	#NAME?	36	2.2	96	20	 	0.08	 	1/20/12	2053
24229	20120120	2153	11	SCT017 BKN038 OVC070	8	SCT	BKN	OVC	 	10	#NAME?	38	3.3	96	16	 	0.05	 	1/20/12	2153
24229	20120120	2253	11	FEW017 SCT026 OVC080	8	FEW	SCT	OVC	 	10	#NAME?	39	3.9	93	20	 	0.03	 	1/20/12	2253
24229	20120120	2353	11	SCT019 OVC024	8	SCT	OVC	0	 	10	#NAME?	40	4.4	96	16	 	0.02	 	1/20/12	2353
24229	20120121	53	11	SCT017 BKN022 OVC043	8	SCT	BKN	OVC	 	6	RA BR	52	11.1	93	15	 	0.02	 	1/21/12	53
24229	20120121	153	11	FEW020 SCT060 OVC085	8	FEW	SCT	OVC	 	10	 	51	10.6	80	8	 	  T	 	1/21/12	153
24229	20120121	253	11	FEW020 SCT037 OVC070	8	FEW	SCT	OVC	 	10	 	49	9.4	80	9	 	  T	 	1/21/12	253
24229	20120121	353	11	FEW020 SCT028 OVC085	8	FEW	SCT	OVC	 	10	 	47	8.3	80	8	 	 	 	1/21/12	353
24229	20120121	453	11	FEW020 SCT055 OVC075	8	FEW	SCT	OVC	 	10	 	46	7.8	77	9	 	 	 	1/21/12	453
24229	20120121	553	11	FEW060 SCT080 OVC100	8	FEW	SCT	OVC	 	10	 	45	7.2	80	11	 	 	 	1/21/12	553
24229	20120121	653	11	FEW060 OVC075	8	FEW	OVC	0	 	10	 	45	7.2	80	13	 	  T	 	1/21/12	653
24229	20120121	753	11	FEW038 OVC060	8	FEW	OVC	0	 	10	 	45	7.2	80	11	 	  T	 	1/21/12	753
24229	20120121	853	11	SCT043 BKN085	6	SCT	BKN	0	 	10	 	44	6.7	77	3	 	 	 	1/21/12	853
24229	20120121	953	11	FEW028 OVC034	8	FEW	OVC	0	 	10	#NAME?	45	7.2	80	11	 	  T	 	1/21/12	953
24229	20120121	1053	11	FEW026 BKN048 OVC060	8	FEW	BKN	OVC	 	10	 	44	6.7	83	5	 	0.02	 	1/21/12	1053
24229	20120121	1153	11	SCT024 BKN035 OVC044	8	SCT	BKN	OVC	 	10	#NAME?	46	7.8	74	14	 	0.01	 	1/21/12	1153
24229	20120121	1253	11	SCT028 BKN042 OVC110	8	SCT	BKN	OVC	 	10	#NAME?	46	7.8	74	14	 	  T	 	1/21/12	1253
24229	20120121	1353	11	FEW080 SCT110	4	FEW	SCT	0	 	10	 	47	8.3	71	11	 	  T	 	1/21/12	1353
24229	20120121	1453	11	FEW034 SCT047 BKN080	6	FEW	SCT	BKN	 	10	 	47	8.3	66	17	 	 	 	1/21/12	1453
24229	20120121	1553	11	FEW033 BKN041 BKN085	6	FEW	BKN	BKN	 	10	 	46	7.8	66	11	 	 	 	1/21/12	1553
24229	20120121	1653	11	FEW035 SCT050 SCT085	4	FEW	SCT	SCT	 	10	 	44	6.7	68	7	 	 	 	1/21/12	1653
24229	20120121	1753	11	BKN046 BKN055 BKN070	6	BKN	BKN	BKN	 	10	 	43	6.1	71	8	 	  T	 	1/21/12	1753
24229	20120121	1853	11	SCT050	4	SCT	0	0	 	10	 	40	4.4	79	7	 	 	 	1/21/12	1853
24229	20120121	1953	11	FEW050 BKN110	6	FEW	BKN	0	 	10	 	42	5.6	76	13	 	 	 	1/21/12	1953
24229	20120121	2053	11	FEW050 BKN065	6	FEW	BKN	0	 	10	 	41	5	79	9	 	 	 	1/21/12	2053
24229	20120121	2153	11	SCT060 OVC080	8	SCT	OVC	0	 	10	 	41	5	79	11	 	 	 	1/21/12	2153
24229	20120121	2253	11	FEW030 SCT046 OVC060	8	FEW	SCT	OVC	 	10	 	42	5.6	79	7	 	 	 	1/21/12	2253
24229	20120121	2353	11	FEW020 BKN055 OVC070	8	FEW	BKN	OVC	 	10	 	41	5	82	7	 	 	 	1/21/12	2353
24229	20120122	53	11	FEW020 SCT044 BKN060	6	FEW	SCT	BKN	 	10	 	41	5	79	8	 	 	 	1/22/12	53
24229	20120122	153	11	FEW065 BKN130	6	FEW	BKN	0	 	10	 	39	3.9	82	10	 	 	 	1/22/12	153
24229	20120122	253	11	FEW055 OVC100	8	FEW	OVC	0	 	10	 	39	3.9	82	10	 	 	 	1/22/12	253
24229	20120122	353	11	FEW060 SCT100 OVC120	8	FEW	SCT	OVC	 	10	 	39	3.9	82	14	 	 	 	1/22/12	353
24229	20120122	453	11	FEW060 OVC100	8	FEW	OVC	0	 	10	 	40	4.4	76	8	 	 	 	1/22/12	453
24229	20120122	553	11	FEW060 BKN100 OVC130	8	FEW	BKN	OVC	 	10	 	40	4.4	76	14	 	 	 	1/22/12	553
24229	20120122	653	11	BKN040 OVC090	8	BKN	OVC	0	 	10	#NAME?	41	5	73	13	 	  T	 	1/22/12	653
24229	20120122	753	11	OVC040	8	OVC	0	0	 	10	#NAME?	42	5.6	71	22	 	  T	 	1/22/12	753
24229	20120122	853	11	FEW020 OVC043	8	FEW	OVC	0	 	10	#NAME?	41	5	76	15	 	  T	 	1/22/12	853
24229	20120122	953	11	SCT020 OVC033	8	SCT	OVC	0	 	7	#NAME?	41	5	79	13	 	0.02	s	1/22/12	953
24229	20120122	1053	11	FEW018 BKN029 OVC037	8	FEW	BKN	OVC	 	6	RA BR	39	3.9	89	21	 	0.07	 	1/22/12	1053
24229	20120122	1153	11	FEW016 BKN029 OVC037	8	FEW	BKN	OVC	 	4	#NAME?	39	3.9	93	17	 	0.07	 	1/22/12	1153
24229	20120122	1253	11	BKN039 OVC050	8	BKN	OVC	0	 	10	#NAME?	41	5	93	16	 	0.05	 	1/22/12	1253
24229	20120122	1353	11	OVC036	8	OVC	0	0	 	10	#NAME?	42	5.6	89	18	 	  T	 	1/22/12	1353
24229	20120122	1453	11	BKN026 OVC036	8	BKN	OVC	0	 	6	RA BR	43	6.1	93	8	 	0.06	 	1/22/12	1453
24229	20120122	1553	11	SCT023 BKN047 OVC055	8	SCT	BKN	OVC	 	10	#NAME?	48	8.9	86	10	 	0.07	 	1/22/12	1553
24229	20120122	1653	11	FEW023 BKN060 BKN250	6	FEW	BKN	BKN	 	10	 	47	8.3	89	7	 	  T	 	1/22/12	1653
24229	20120122	1753	11	FEW023 BKN070 BKN100	6	FEW	BKN	BKN	 	10	 	45	7.2	93	5	 	 	 	1/22/12	1753
24229	20120122	1853	11	FEW049 SCT065 BKN250	6	FEW	SCT	BKN	 	10	 	43	6.1	93	8	 	 	 	1/22/12	1853
24229	20120122	1953	11	FEW009 BKN040 OVC070	8	FEW	BKN	OVC	 	10	#NAME?	44	6.7	89	0	 	  T	 	1/22/12	1953
24229	20120122	2053	11	FEW009 SCT070	4	FEW	SCT	0	 	10	 	43	6.1	93	0	 	0.01	 	1/22/12	2053
24229	20120122	2153	11	FEW009	2	FEW	0	0	 	7	MIFG	40	4.4	93	0	 	 	 	1/22/12	2153
24229	20120122	2253	11	FEW009 SCT029	4	FEW	SCT	0	 	2	BR	38	3.3	96	0	 	 	 	1/22/12	2253
24229	20120122	2353	11	FEW002 SCT015 OVC030	8	FEW	SCT	OVC	 	2	BR	37	2.8	96	0	 	 	 	1/22/12	2353
24229	20120123	53	11	FEW002 SCT004 OVC016	8	FEW	SCT	OVC	 	0.5	BR	38	3.3	96	0	 	 	 	1/23/12	53
24229	20120123	153	11	VV001	8	VV0	0	0	 	0.5	FG	37	2.8	96	0	 	 	 	1/23/12	153
24229	20120123	253	11	OVC002	8	OVC	0	0	 	0.25	FG	37	2.8	96	5	 	 	 	1/23/12	253
24229	20120123	353	11	VV002	8	VV0	0	0	 	0.25	FG	39	3.9	96	0	 	 	 	1/23/12	353
24229	20120123	453	11	VV002	8	VV0	0	0	 	0.25	FG	37	2.8	96	0	 	 	 	1/23/12	453
24229	20120123	553	11	VV002	8	VV0	0	0	 	0.25	FG	37	2.8	96	7	 	 	 	1/23/12	553
24229	20120123	653	11	BKN002 OVC008	8	BKN	OVC	0	 	0.75	BR	37	2.8	96	0	 	 	 	1/23/12	653
24229	20120123	753	11	BKN004 OVC008	8	BKN	OVC	0	 	1	BR	38	3.3	96	3	 	 	 	1/23/12	753
24229	20120123	853	11	OVC004	8	OVC	0	0	 	0.25	BR	37	2.8	96	8	 	 	 	1/23/12	853
24229	20120123	953	11	OVC004	8	OVC	0	0	 	1.5	BR	38	3.3	93	3	 	 	 	1/23/12	953
24229	20120123	1053	11	OVC004	8	OVC	0	0	 	5	BR	39	3.9	93	0	 	 	 	1/23/12	1053
24229	20120123	1153	11	OVC008	8	OVC	0	0	 	7	 	40	4.4	86	3	 	 	 	1/23/12	1153
24229	20120123	1253	11	OVC006	8	OVC	0	0	 	9	 	39	3.9	89	3	 	 	 	1/23/12	1253
24229	20120123	1353	11	OVC006	8	OVC	0	0	 	8	 	39	3.9	89	0	 	 	 	1/23/12	1353
24229	20120123	1453	11	BKN006	6	BKN	0	0	 	8	 	39	3.9	89	0	 	 	 	1/23/12	1453
24229	20120123	1553	11	BKN006	6	BKN	0	0	 	7	 	39	3.9	89	0	 	 	 	1/23/12	1553
24229	20120123	1653	11	SCT006 BKN250	6	SCT	BKN	0	 	5	BR	38	3.3	89	0	 	 	 	1/23/12	1653
24229	20120123	1753	11	FEW006 BKN250	6	FEW	BKN	0	 	4	BR	37	2.8	93	0	 	 	 	1/23/12	1753
24229	20120123	1853	11	OVC008	8	OVC	0	0	 	1	BR	33	0.6	96	0	 	 	 	1/23/12	1853
24229	20120123	1953	11	FEW005 BKN008 OVC014	8	FEW	BKN	OVC	 	3	BR	36	2.2	96	0	 	 	 	1/23/12	1953
24229	20120123	2053	11	BKN010	6	BKN	0	0	 	10	 	35	1.7	92	10	 	 	 	1/23/12	2053
24229	20120123	2153	11	BKN010	6	BKN	0	0	 	10	 	35	1.7	96	7	 	 	 	1/23/12	2153
24229	20120123	2253	11	FEW010 OVC130	8	FEW	OVC	0	 	10	 	35	1.7	92	0	 	 	 	1/23/12	2253
24229	20120123	2353	11	BKN010 OVC130	8	BKN	OVC	0	 	10	 	36	2.2	89	6	 	 	 	1/23/12	2353
24229	20120124	53	11	OVC008	8	OVC	0	0	 	10	 	37	2.8	89	6	 	 	 	1/24/12	53
24229	20120124	153	11	BKN008 OVC110	8	BKN	OVC	0	 	7	 	37	2.8	93	8	 	 	 	1/24/12	153
24229	20120124	253	11	FEW006 OVC012	8	FEW	OVC	0	 	10	 	37	2.8	93	10	 	 	 	1/24/12	253
24229	20120124	353	11	BKN012 BKN055 OVC080	8	BKN	BKN	OVC	 	10	#NAME?	38	3.3	86	13	 	  T	 	1/24/12	353
24229	20120124	453	11	BKN019 OVC025	8	BKN	OVC	0	 	8	#NAME?	37	2.8	89	14	 	0.03	 	1/24/12	453
24229	20120124	553	11	SCT019 BKN027 OVC033	8	SCT	BKN	OVC	 	7	#NAME?	38	3.3	89	11	 	0.04	 	1/24/12	553
24229	20120124	653	11	FEW018 BKN026 OVC033	8	FEW	BKN	OVC	 	7	RA	38	3.3	89	17	 	0.05	 	1/24/12	653
24229	20120124	753	11	SCT018 OVC028	8	SCT	OVC	0	 	7	RA	37	2.8	93	13	 	0.1	 	1/24/12	753
24229	20120124	853	11	SCT019 OVC028	8	SCT	OVC	0	 	6	RA BR	38	3.3	89	11	 	0.11	 	1/24/12	853
24229	20120124	953	11	BKN025 OVC030	8	BKN	OVC	0	 	5	RA BR	38	3.3	93	15	 	0.16	 	1/24/12	953
24229	20120124	1053	11	OVC023	8	OVC	0	0	 	7	#NAME?	39	3.9	89	17	 	0.07	 	1/24/12	1053
24229	20120124	1153	11	OVC017	8	OVC	0	0	 	7	#NAME?	39	3.9	93	15	 	  T	 	1/24/12	1153
24229	20120124	1253	11	OVC013	8	OVC	0	0	 	2	#NAME?	40	4.4	93	13	 	0.01	 	1/24/12	1253
24229	20120124	1353	11	OVC013	8	OVC	0	0	 	7	#NAME?	41	5	96	13	 	0.04	 	1/24/12	1353
24229	20120124	1453	11	OVC010	8	OVC	0	0	 	2	#NAME?	41	5	96	25	 	0.12	 	1/24/12	1453
24229	20120124	1553	11	OVC011	8	OVC	0	0	 	4	#NAME?	45	7.2	96	10	 	0.11	 	1/24/12	1553
24229	20120124	1653	11	OVC011	8	OVC	0	0	 	10	#NAME?	44	6.7	96	10	 	0.01	 	1/24/12	1653
24229	20120124	1753	11	OVC012	8	OVC	0	0	 	3	#NAME?	52	11.1	96	10	 	0.08	 	1/24/12	1753
24229	20120124	1853	11	BKN013 OVC022	8	BKN	OVC	0	 	10	 	54	12.2	86	13	 	0.01	 	1/24/12	1853
24229	20120124	1953	11	FEW018 BKN037 BKN046	6	FEW	BKN	BKN	 	10	 	55	12.8	83	15	 	 	 	1/24/12	1953
24229	20120124	2053	11	FEW019 SCT037	4	FEW	SCT	0	 	10	 	56	13.3	78	14	 	 	 	1/24/12	2053
24229	20120124	2153	11	FEW028 SCT060	4	FEW	SCT	0	 	10	 	55	12.8	77	10	 	 	 	1/24/12	2153
24229	20120124	2253	11	FEW035 SCT060	4	FEW	SCT	0	 	10	 	55	12.8	72	11	 	 	 	1/24/12	2253
24229	20120124	2353	11	SCT040 SCT049 OVC075	8	SCT	SCT	OVC	 	10	 	54	12.2	67	14	 	 	 	1/24/12	2353
24229	20120125	53	11	FEW040 BKN065 OVC080	8	FEW	BKN	OVC	 	10	 	53	11.7	62	10	 	 	 	1/25/12	53
24229	20120125	153	11	BKN085	6	BKN	0	0	 	10	 	51	10.6	64	0	 	 	 	1/25/12	153
24229	20120125	253	11	FEW047 BKN065 OVC090	8	FEW	BKN	OVC	 	10	 	48	8.9	68	5	 	 	 	1/25/12	253
24229	20120125	353	11	FEW040 BKN060 BKN095	6	FEW	BKN	BKN	 	10	 	49	9.4	69	5	 	 	 	1/25/12	353
24229	20120125	453	11	FEW050 SCT080 OVC100	8	FEW	SCT	OVC	 	10	 	49	9.4	66	5	 	 	 	1/25/12	453
24229	20120125	553	11	FEW050 BKN070 OVC085	8	FEW	BKN	OVC	 	9	 	49	9.4	74	11	 	 	 	1/25/12	553
24229	20120125	653	11	SCT046 OVC090	8	SCT	OVC	0	 	10	 	49	9.4	74	10	 	 	 	1/25/12	653
24229	20120125	753	11	SCT034 SCT055 OVC085	8	SCT	SCT	OVC	 	10	 	48	8.9	80	8	 	 	 	1/25/12	753
24229	20120125	853	11	FEW035 SCT043 OVC075	8	FEW	SCT	OVC	 	9	 	50	10	77	13	 	 	 	1/25/12	853
24229	20120125	953	11	FEW030 BKN075 OVC200	8	FEW	BKN	OVC	 	9	 	50	10	83	9	 	0.01	 	1/25/12	953
24229	20120125	1053	11	BKN048 OVC060	8	BKN	OVC	0	 	10	 	52	11.1	69	16	 	 	 	1/25/12	1053
24229	20120125	1153	11	OVC060	8	OVC	0	0	 	10	 	53	11.7	69	9	 	 	 	1/25/12	1153
24229	20120125	1253	11	FEW035 SCT065 BKN200	6	FEW	SCT	BKN	 	10	 	56	13.3	57	15	 	 	 	1/25/12	1253
24229	20120125	1353	11	FEW027 BKN060 OVC070	8	FEW	BKN	OVC	 	10	 	54	12.2	72	10	 	  T	 	1/25/12	1353
24229	20120125	1453	11	SCT037 BKN050 OVC065	8	SCT	BKN	OVC	 	10	 	54	12.2	72	7	 	 	 	1/25/12	1453
24229	20120125	1553	11	FEW032 BKN048 OVC060	8	FEW	BKN	OVC	 	10	 	50	10	80	6	 	 	 	1/25/12	1553
24229	20120125	1653	11	SCT039 BKN065 BKN120	6	SCT	BKN	BKN	 	10	 	49	9.4	83	0	 	 	 	1/25/12	1653
24229	20120125	1753	11	FEW040 BKN110 OVC150	8	FEW	BKN	OVC	 	10	 	48	8.9	86	0	 	 	 	1/25/12	1753
24229	20120125	1853	11	SCT049 BKN100 OVC150	8	SCT	BKN	OVC	 	10	 	47	8.3	93	5	 	 	 	1/25/12	1853
24229	20120125	1953	11	SCT032 BKN044 OVC055	8	SCT	BKN	OVC	 	10	 	51	10.6	77	10	 	  T	 	1/25/12	1953
24229	20120125	2053	11	SCT032 OVC055	8	SCT	OVC	0	 	10	#NAME?	52	11.1	74	7	 	  T	 	1/25/12	2053
24229	20120125	2153	11	FEW032 OVC060	8	FEW	OVC	0	 	10	 	51	10.6	74	10	 	  T	 	1/25/12	2153
24229	20120125	2253	11	OVC060	8	OVC	0	0	 	10	 	48	8.9	83	11	 	 	 	1/25/12	2253
24229	20120125	2353	11	OVC060	8	OVC	0	0	 	10	 	50	10	77	10	 	 	 	1/25/12	2353
24229	20120126	53	11	BKN023 OVC045	8	BKN	OVC	0	 	10	 	51	10.6	74	6	 	  T	 	1/26/12	53
24229	20120126	153	11	BKN018 OVC034	8	BKN	OVC	0	 	10	#NAME?	50	10	86	8	 	  T	 	1/26/12	153
24229	20120126	253	11	BKN014 OVC020	8	BKN	OVC	0	 	10	 	51	10.6	86	8	 	  T	 	1/26/12	253
24229	20120126	353	11	BKN013 BKN024 OVC028	8	BKN	BKN	OVC	 	4	#NAME?	47	8.3	80	23	 	0.1	 	1/26/12	353
24229	20120126	453	11	FEW011 SCT055 OVC075	8	FEW	SCT	OVC	 	10	 	45	7.2	77	10	 	0.01	 	1/26/12	453
24229	20120126	553	11	SCT026 BKN035 BKN075	6	SCT	BKN	BKN	 	10	 	44	6.7	77	0	 	 	 	1/26/12	553
24229	20120126	653	11	BKN026 BKN035 OVC075	8	BKN	BKN	OVC	 	10	 	43	6.1	73	0	 	  T	 	1/26/12	653
24229	20120126	753	11	SCT025 BKN055 BKN075	6	SCT	BKN	BKN	 	10	 	41	5	79	6	 	 	 	1/26/12	753
24229	20120126	853	11	FEW025 SCT055	4	FEW	SCT	0	 	10	 	42	5.6	76	0	 	  T	 	1/26/12	853
24229	20120126	953	11	FEW030 SCT055	4	FEW	SCT	0	 	10	 	46	7.8	63	10	 	 	 	1/26/12	953
24229	20120126	1053	11	FEW035 BKN075	6	FEW	BKN	0	 	10	 	46	7.8	61	10	 	 	 	1/26/12	1053
24229	20120126	1153	11	FEW038 BKN075	6	FEW	BKN	0	 	10	 	47	8.3	56	9	 	 	 	1/26/12	1153
24229	20120126	1253	11	FEW035 SCT048 BKN070	6	FEW	SCT	BKN	 	10	 	47	8.3	56	10	 	 	 	1/26/12	1253
24229	20120126	1353	11	SCT021 BKN033	6	SCT	BKN	0	 	7	#NAME?	43	6.1	71	10	 	  T	 	1/26/12	1353
24229	20120126	1453	11	FEW025 BKN065	6	FEW	BKN	0	 	10	 	44	6.7	74	3	 	  T	 	1/26/12	1453
24229	20120126	1553	11	FEW025 SCT070	4	FEW	SCT	0	 	10	 	45	7.2	68	3	 	 	 	1/26/12	1553
24229	20120126	1653	11	FEW035 SCT070	4	FEW	SCT	0	 	10	 	44	6.7	65	7	 	 	 	1/26/12	1653
24229	20120126	1753	11	FEW049 SCT065	4	FEW	SCT	0	 	10	 	43	6.1	63	5	 	 	 	1/26/12	1753
24229	20120126	1853	11	FEW065	2	FEW	0	0	 	10	 	39	3.9	76	3	 	 	 	1/26/12	1853
24229	20120126	1953	11	CLR	0	CLR	0	0	 	10	 	37	2.8	82	3	 	 	 	1/26/12	1953
24229	20120126	2053	11	CLR	0	CLR	0	0	 	10	 	37	2.8	82	0	 	 	 	1/26/12	2053
24229	20120126	2153	11	FEW025	2	FEW	0	0	 	10	 	34	1.1	89	5	 	 	 	1/26/12	2153
24229	20120126	2253	11	FEW025	2	FEW	0	0	 	10	 	35	1.7	85	3	 	 	 	1/26/12	2253
24229	20120126	2353	11	FEW025	2	FEW	0	0	 	9	 	31	-0.6	92	0	 	 	 	1/26/12	2353
24229	20120127	53	11	CLR	0	CLR	0	0	 	9	 	32	0	92	0	 	 	 	1/27/12	53
24229	20120127	153	11	CLR	0	CLR	0	0	 	6	BR	31	-0.6	92	0	 	 	 	1/27/12	153
24229	20120127	253	11	FEW004	2	FEW	0	0	 	5	BR	30	-1.1	89	0	 	 	 	1/27/12	253
24229	20120127	353	11	BKN003	6	BKN	0	0	 	1	BR	30	-1.1	96	0	 	 	 	1/27/12	353
24229	20120127	453	11	VV002	8	VV0	0	0	 	0.12	FZFG	31	-0.6	96	9	 	 	 	1/27/12	453
24229	20120127	553	11	VV002	8	VV0	0	0	 	0.12	FZFG	31	-0.6	96	5	 	 	 	1/27/12	553
24229	20120127	653	11	VV002	8	VV0	0	0	 	0.12	FZFG	31	-0.6	96	0	 	 	 	1/27/12	653
24229	20120127	753	11	VV002	8	VV0	0	0	 	0.12	FZFG	30	-1.1	96	0	 	 	 	1/27/12	753
24229	20120127	853	11	VV002	8	VV0	0	0	 	0	FZFG	30	-1.1	96	3	 	 	 	1/27/12	853
24229	20120127	953	11	VV002	8	VV0	0	0	 	0	FZFG	30	-1.1	96	5	 	 	 	1/27/12	953
24229	20120127	1053	11	OVC002	8	OVC	0	0	 	0	BR	31	-0.6	96	0	 	 	 	1/27/12	1053
