WBAN,Date,Time,StationType,SkyCondition,ConvertSky,SC1,SC2,SC3,Year,Month,Day,Hour,RealDate,TimeCheck
24229,20120525,1153,11,FEW023 BKN150,6,FEW,BKN,0,2012,5,25,12,5/25/2012,1153
24229,20120525,1253,11,FEW023 SCT150 BKN250,6,FEW,SCT,BKN,2012,5,25,13,5/25/2012,1253
24229,20120525,1353,11,FEW030 SCT160,4,FEW,SCT,0,2012,5,25,14,5/25/2012,1353
24229,20120525,1453,11,FEW035 SCT160,4,FEW,SCT,0,2012,5,25,15,5/25/2012,1453
24229,20120525,1553,11,FEW040 BKN090,6,FEW,BKN,0,2012,5,25,16,5/25/2012,1553
24229,20120525,1653,11,FEW040 SCT070 BKN095,6,FEW,SCT,BKN,2012,5,25,17,5/25/2012,1653
24229,20120525,1753,11,SCT070CB BKN090,#N/A,SCT,B B,0,2012,5,25,18,5/25/2012,1753
24229,20120525,1853,11,BKN065CB OVC085,#N/A,BKN,B O,5,2012,5,25,19,5/25/2012,1853
24229,20120525,1953,11,BKN070 BKN080 BKN095,6,BKN,BKN,BKN,2012,5,25,20,5/25/2012,1953
24229,20120525,2053,11,FEW070 SCT080 BKN095,6,FEW,SCT,BKN,2012,5,25,21,5/25/2012,2053
24229,20120525,2153,11,FEW070 BKN095,6,FEW,BKN,0,2012,5,25,22,5/25/2012,2153
24229,20120525,2253,11,SCT095 OVC150,8,SCT,OVC,0,2012,5,25,23,5/25/2012,2253
24229,20120525,2353,11,BKN130,6,BKN,0,0,2012,5,25,24,5/25/2012,2353
24229,20120526,53,11,FEW020 SCT100 BKN120,6,FEW,SCT,BKN,2012,5,26,1,5/26/2012,53
24229,20120526,153,11,BKN100 OVC120,8,BKN,OVC,0,2012,5,26,2,5/26/2012,153
24229,20120526,253,11,OVC110,8,OVC,0,0,2012,5,26,3,5/26/2012,253
24229,20120526,353,11,SCT006 BKN013 OVC100,8,SCT,BKN,OVC,2012,5,26,4,5/26/2012,353
24229,20120526,453,11,OVC013,8,OVC,0,0,2012,5,26,5,5/26/2012,453
24229,20120526,553,11,BKN011 OVC016,8,BKN,OVC,0,2012,5,26,6,5/26/2012,553
24229,20120526,653,11,FEW007 OVC013,8,FEW,OVC,0,2012,5,26,7,5/26/2012,653
24229,20120526,753,11,SCT008 BKN015 OVC022,8,SCT,BKN,OVC,2012,5,26,8,5/26/2012,753
24229,20120526,853,11,FEW008 BKN015 OVC022,8,FEW,BKN,OVC,2012,5,26,9,5/26/2012,853
24229,20120526,953,11,FEW013 OVC020,8,FEW,OVC,0,2012,5,26,10,5/26/2012,953
24229,20120526,1053,11,SCT022 OVC032,8,SCT,OVC,0,2012,5,26,11,5/26/2012,1053
24229,20120526,1153,11,SCT020 OVC036,8,SCT,OVC,0,2012,5,26,12,5/26/2012,1153
24229,20120526,1253,11,SCT024 OVC038,8,SCT,OVC,0,2012,5,26,13,5/26/2012,1253
24229,20120526,1353,11,SCT032 BKN041,6,SCT,BKN,0,2012,5,26,14,5/26/2012,1353
24229,20120526,1453,11,BKN040 BKN048,6,BKN,BKN,0,2012,5,26,15,5/26/2012,1453
24229,20120526,1553,11,BKN045 BKN130,6,BKN,BKN,0,2012,5,26,16,5/26/2012,1553
24229,20120526,1653,11,BKN037 BKN048 BKN130,6,BKN,BKN,BKN,2012,5,26,17,5/26/2012,1653
24229,20120526,1753,11,SCT049 BKN070 BKN130,6,SCT,BKN,BKN,2012,5,26,18,5/26/2012,1753
24229,20120526,1853,11,BKN020CB BKN030CB OVC041,#N/A,BKN,B B,0CB,2012,5,26,19,5/26/2012,1853
24229,20120526,1953,11,BKN039 BKN055 OVC120,8,BKN,BKN,OVC,2012,5,26,20,5/26/2012,1953
24229,20120526,2053,11,SCT050 BKN120,6,SCT,BKN,0,2012,5,26,21,5/26/2012,2053
24229,20120526,2153,11,SCT020 BKN026 BKN100,6,SCT,BKN,BKN,2012,5,26,22,5/26/2012,2153
24229,20120526,2253,11,BKN021 OVC026,8,BKN,OVC,0,2012,5,26,23,5/26/2012,2253
24229,20120526,2353,11,BKN021 OVC030,8,BKN,OVC,0,2012,5,26,24,5/26/2012,2353
24229,20120527,53,11,SCT022 BKN032 BKN090,6,SCT,BKN,BKN,2012,5,27,1,5/27/2012,53
24229,20120527,153,11,FEW022 BKN029 OVC036,8,FEW,BKN,OVC,2012,5,27,2,5/27/2012,153
24229,20120527,253,11,FEW022 OVC033,8,FEW,OVC,0,2012,5,27,3,5/27/2012,253
24229,20120527,353,11,FEW020 OVC033,8,FEW,OVC,0,2012,5,27,4,5/27/2012,353
24229,20120527,453,11,FEW020 OVC031,8,FEW,OVC,0,2012,5,27,5,5/27/2012,453
24229,20120527,553,11,FEW020 SCT027 OVC031,8,FEW,SCT,OVC,2012,5,27,6,5/27/2012,553
24229,20120527,653,11,FEW020 OVC029,8,FEW,OVC,0,2012,5,27,7,5/27/2012,653
24229,20120527,753,11,FEW020 BKN031 OVC040,8,FEW,BKN,OVC,2012,5,27,8,5/27/2012,753
24229,20120527,853,11,SCT025 BKN031 OVC040,8,SCT,BKN,OVC,2012,5,27,9,5/27/2012,853
24229,20120527,953,11,BKN025 OVC031,8,BKN,OVC,0,2012,5,27,10,5/27/2012,953
24229,20120527,1053,11,BKN025 OVC035,8,BKN,OVC,0,2012,5,27,11,5/27/2012,1053
24229,20120527,1153,11,SCT025 OVC037,8,SCT,OVC,0,2012,5,27,12,5/27/2012,1153
24229,20120527,1253,11,SCT025 BKN040 OVC250,8,SCT,BKN,OVC,2012,5,27,13,5/27/2012,1253
24229,20120527,1353,11,FEW025 OVC042,8,FEW,OVC,0,2012,5,27,14,5/27/2012,1353
24229,20120527,1453,11,SCT040 BKN095 BKN120,6,SCT,BKN,BKN,2012,5,27,15,5/27/2012,1453
24229,20120527,1553,11,BKN085 BKN150 BKN250,6,BKN,BKN,BKN,2012,5,27,16,5/27/2012,1553
24229,20120527,1653,11,SCT046 BKN085 OVC150,8,SCT,BKN,OVC,2012,5,27,17,5/27/2012,1653
24229,20120527,1753,11,BKN045 BKN085 OVC150,8,BKN,BKN,OVC,2012,5,27,18,5/27/2012,1753
24229,20120527,1853,11,BKN039 BKN050 OVC085,8,BKN,BKN,OVC,2012,5,27,19,5/27/2012,1853
24229,20120527,1953,11,SCT037 OVC060,8,SCT,OVC,0,2012,5,27,20,5/27/2012,1953
24229,20120527,2053,11,BKN035 BKN060,6,BKN,BKN,0,2012,5,27,21,5/27/2012,2053
24229,20120527,2153,11,BKN041 OVC060,8,BKN,OVC,0,2012,5,27,22,5/27/2012,2153
24229,20120527,2253,11,SCT038 BKN048 OVC055,8,SCT,BKN,OVC,2012,5,27,23,5/27/2012,2253
24229,20120527,2353,11,FEW023 BKN035 OVC043,8,FEW,BKN,OVC,2012,5,27,24,5/27/2012,2353
24229,20120528,53,11,BKN019 OVC026,8,BKN,OVC,0,2012,5,28,1,5/28/2012,53
24229,20120528,153,11,FEW017 OVC038,8,FEW,OVC,0,2012,5,28,2,5/28/2012,153
24229,20120528,253,11,OVC038,8,OVC,0,0,2012,5,28,3,5/28/2012,253
24229,20120528,353,11,FEW018 SCT044 OVC065,8,FEW,SCT,OVC,2012,5,28,4,5/28/2012,353
24229,20120528,453,11,FEW020 SCT048 OVC065,8,FEW,SCT,OVC,2012,5,28,5,5/28/2012,453
24229,20120528,553,11,FEW020 SCT050 OVC065,8,FEW,SCT,OVC,2012,5,28,6,5/28/2012,553
24229,20120528,653,11,FEW020 BKN055 OVC070,8,FEW,BKN,OVC,2012,5,28,7,5/28/2012,653
24229,20120528,753,11,FEW020 SCT043 OVC070,8,FEW,SCT,OVC,2012,5,28,8,5/28/2012,753
24229,20120528,853,11,FEW020 BKN040 OVC070,8,FEW,BKN,OVC,2012,5,28,9,5/28/2012,853
24229,20120528,953,11,BKN050 OVC075,8,BKN,OVC,0,2012,5,28,10,5/28/2012,953
24229,20120528,1053,11,BKN041 BKN060 BKN075,6,BKN,BKN,BKN,2012,5,28,11,5/28/2012,1053
24229,20120528,1153,11,BKN040 BKN060 OVC075,8,BKN,BKN,OVC,2012,5,28,12,5/28/2012,1153
24229,20120528,1253,11,FEW040 SCT055 BKN075,6,FEW,SCT,BKN,2012,5,28,13,5/28/2012,1253
24229,20120528,1353,11,BKN045 OVC055,8,BKN,OVC,0,2012,5,28,14,5/28/2012,1353
24229,20120528,1453,11,OVC065,8,OVC,0,0,2012,5,28,15,5/28/2012,1453
24229,20120528,1553,11,OVC075,8,OVC,0,0,2012,5,28,16,5/28/2012,1553
24229,20120528,1653,11,OVC055,8,OVC,0,0,2012,5,28,17,5/28/2012,1653
24229,20120528,1753,11,OVC075,8,OVC,0,0,2012,5,28,18,5/28/2012,1753
24229,20120528,1853,11,BKN070,6,BKN,0,0,2012,5,28,19,5/28/2012,1853
24229,20120528,1953,11,SCT060 BKN070,6,SCT,BKN,0,2012,5,28,20,5/28/2012,1953
24229,20120528,2053,11,SCT070,4,SCT,0,0,2012,5,28,21,5/28/2012,2053
24229,20120528,2153,11,FEW070,2,FEW,0,0,2012,5,28,22,5/28/2012,2153
24229,20120528,2253,11,BKN060,6,BKN,0,0,2012,5,28,23,5/28/2012,2253
24229,20120528,2353,11,BKN045 OVC060,8,BKN,OVC,0,2012,5,28,24,5/28/2012,2353
24229,20120529,53,11,SCT047 BKN060,6,SCT,BKN,0,2012,5,29,1,5/29/2012,53
24229,20120529,153,11,SCT047 BKN060,6,SCT,BKN,0,2012,5,29,2,5/29/2012,153
24229,20120529,253,11,BKN055,6,BKN,0,0,2012,5,29,3,5/29/2012,253
24229,20120529,353,11,BKN050,6,BKN,0,0,2012,5,29,4,5/29/2012,353
24229,20120529,453,11,BKN050 BKN250,6,BKN,BKN,0,2012,5,29,5,5/29/2012,453
24229,20120529,553,11,BKN050 BKN250,6,BKN,BKN,0,2012,5,29,6,5/29/2012,553
24229,20120529,653,11,FEW025 BKN048 BKN250,6,FEW,BKN,BKN,2012,5,29,7,5/29/2012,653
24229,20120529,753,11,FEW025 SCT046 BKN250,6,FEW,SCT,BKN,2012,5,29,8,5/29/2012,753
24229,20120529,853,11,FEW025 SCT046 BKN250,6,FEW,SCT,BKN,2012,5,29,9,5/29/2012,853
24229,20120529,953,11,SCT040 BKN250,6,SCT,BKN,0,2012,5,29,10,5/29/2012,953
24229,20120529,1053,11,SCT044 BKN250,6,SCT,BKN,0,2012,5,29,11,5/29/2012,1053
24229,20120529,1153,11,SCT044 BKN250,6,SCT,BKN,0,2012,5,29,12,5/29/2012,1153
24229,20120529,1253,11,FEW045 BKN250,6,FEW,BKN,0,2012,5,29,13,5/29/2012,1253
24229,20120529,1353,11,FEW045 BKN250,6,FEW,BKN,0,2012,5,29,14,5/29/2012,1353
24229,20120529,1453,11,FEW045 BKN250,6,FEW,BKN,0,2012,5,29,15,5/29/2012,1453
24229,20120529,1553,11,FEW045 BKN250,6,FEW,BKN,0,2012,5,29,16,5/29/2012,1553
24229,20120529,1653,11,FEW050 SCT150 BKN250,6,FEW,SCT,BKN,2012,5,29,17,5/29/2012,1653
24229,20120529,1753,11,FEW050 OVC110,8,FEW,OVC,0,2012,5,29,18,5/29/2012,1753
24229,20120529,1853,11,FEW050 BKN100 BKN250,6,FEW,BKN,BKN,2012,5,29,19,5/29/2012,1853
24229,20120529,1953,11,SCT100 BKN250,6,SCT,BKN,0,2012,5,29,20,5/29/2012,1953
24229,20120529,2053,11,FEW100 BKN250,6,FEW,BKN,0,2012,5,29,21,5/29/2012,2053
24229,20120529,2153,11,SCT100 SCT250,4,SCT,SCT,0,2012,5,29,22,5/29/2012,2153
24229,20120529,2253,11,SCT100,4,SCT,0,0,2012,5,29,23,5/29/2012,2253
24229,20120529,2353,11,OVC100,8,OVC,0,0,2012,5,29,24,5/29/2012,2353
24229,20120530,53,11,OVC090,8,OVC,0,0,2012,5,30,1,5/30/2012,53
24229,20120530,153,11,OVC090,8,OVC,0,0,2012,5,30,2,5/30/2012,153
24229,20120530,253,11,BKN090,6,BKN,0,0,2012,5,30,3,5/30/2012,253
24229,20120530,353,11,SCT070 BKN090,6,SCT,BKN,0,2012,5,30,4,5/30/2012,353
24229,20120530,453,11,SCT090 BKN200 OVC250,8,SCT,BKN,OVC,2012,5,30,5,5/30/2012,453
24229,20120530,553,11,FEW090 SCT150 BKN250,6,FEW,SCT,BKN,2012,5,30,6,5/30/2012,553
24229,20120530,653,11,BKN100 OVC250,8,BKN,OVC,0,2012,5,30,7,5/30/2012,653
24229,20120530,753,11,BKN100 OVC250,8,BKN,OVC,0,2012,5,30,8,5/30/2012,753
24229,20120530,853,11,FEW060 SCT100 BKN250,6,FEW,SCT,BKN,2012,5,30,9,5/30/2012,853
24229,20120530,953,11,BKN100 OVC250,8,BKN,OVC,0,2012,5,30,10,5/30/2012,953
24229,20120530,1053,11,SCT095 BKN250,6,SCT,BKN,0,2012,5,30,11,5/30/2012,1053
24229,20120530,1153,11,OVC085,8,OVC,0,0,2012,5,30,12,5/30/2012,1153
24229,20120530,1253,11,SCT085 OVC250,8,SCT,OVC,0,2012,5,30,13,5/30/2012,1253
24229,20120530,1353,11,FEW085 SCT150 BKN250,6,FEW,SCT,BKN,2012,5,30,14,5/30/2012,1353
24229,20120530,1453,11,FEW085 SCT110 BKN250,6,FEW,SCT,BKN,2012,5,30,15,5/30/2012,1453
24229,20120530,1553,11,FEW085 SCT110 BKN250,6,FEW,SCT,BKN,2012,5,30,16,5/30/2012,1553
24229,20120530,1653,11,BKN120 BKN250,6,BKN,BKN,0,2012,5,30,17,5/30/2012,1653
24229,20120530,1753,11,SCT120 BKN160 BKN250,6,SCT,BKN,BKN,2012,5,30,18,5/30/2012,1753
24229,20120530,1853,11,FEW120 SCT160 BKN250,6,FEW,SCT,BKN,2012,5,30,19,5/30/2012,1853
24229,20120530,1953,11,FEW120 SCT160 BKN250,6,FEW,SCT,BKN,2012,5,30,20,5/30/2012,1953
24229,20120530,2053,11,BKN055 OVC150,8,BKN,OVC,0,2012,5,30,21,5/30/2012,2053
24229,20120530,2153,11,OVC050,8,OVC,0,0,2012,5,30,22,5/30/2012,2153
24229,20120530,2253,11,BKN050 OVC060,8,BKN,OVC,0,2012,5,30,23,5/30/2012,2253
24229,20120530,2353,11,BKN055 BKN100,6,BKN,BKN,0,2012,5,30,24,5/30/2012,2353
24229,20120531,53,11,BKN060 BKN100,6,BKN,BKN,0,2012,5,31,1,5/31/2012,53
24229,20120531,153,11,BKN070 OVC100,8,BKN,OVC,0,2012,5,31,2,5/31/2012,153
24229,20120531,253,11,FEW040 OVC050,8,FEW,OVC,0,2012,5,31,3,5/31/2012,253
24229,20120531,353,11,BKN040 OVC050,8,BKN,OVC,0,2012,5,31,4,5/31/2012,353
24229,20120531,453,11,OVC039,8,OVC,0,0,2012,5,31,5,5/31/2012,453
24229,20120531,553,11,BKN021 OVC034,8,BKN,OVC,0,2012,5,31,6,5/31/2012,553
24229,20120531,653,11,BKN021 OVC034,8,BKN,OVC,0,2012,5,31,7,5/31/2012,653
24229,20120531,753,11,OVC023,8,OVC,0,0,2012,5,31,8,5/31/2012,753
24229,20120531,853,11,BKN025 OVC033,8,BKN,OVC,0,2012,5,31,9,5/31/2012,853
24229,20120531,953,11,FEW009 SCT025 OVC042,8,FEW,SCT,OVC,2012,5,31,10,5/31/2012,953
24229,20120531,1053,11,SCT009 BKN040 OVC048,8,SCT,BKN,OVC,2012,5,31,11,5/31/2012,1053
24229,20120531,1153,11,SCT010 OVC038,8,SCT,OVC,0,2012,5,31,12,5/31/2012,1153
24229,20120531,1253,11,SCT010 BKN046 BKN055,6,SCT,BKN,BKN,2012,5,31,13,5/31/2012,1253
24229,20120531,1353,11,FEW015 BKN050 BKN080,6,FEW,BKN,BKN,2012,5,31,14,5/31/2012,1353
24229,20120531,1453,11,SCT055 BKN080 BKN120,6,SCT,BKN,BKN,2012,5,31,15,5/31/2012,1453
24229,20120531,1553,11,FEW041 SCT120 BKN160,6,FEW,SCT,BKN,2012,5,31,16,5/31/2012,1553
24229,20120531,1653,11,FEW045 SCT120 BKN160,6,FEW,SCT,BKN,2012,5,31,17,5/31/2012,1653
24229,20120531,1753,11,SCT120 BKN160,6,SCT,BKN,0,2012,5,31,18,5/31/2012,1753
24229,20120531,1853,11,SCT120 BKN160,6,SCT,BKN,0,2012,5,31,19,5/31/2012,1853
24229,20120531,1953,11,BKN110 BKN160,6,BKN,BKN,0,2012,5,31,20,5/31/2012,1953
24229,20120531,2053,11,OVC095,8,OVC,0,0,2012,5,31,21,5/31/2012,2053
24229,20120531,2153,11,SCT100 BKN110,6,SCT,BKN,0,2012,5,31,22,5/31/2012,2153
24229,20120531,2253,11,SCT090 BKN100,6,SCT,BKN,0,2012,5,31,23,5/31/2012,2253
24229,20120531,2353,11,SCT095 BKN100,6,SCT,BKN,0,2012,5,31,24,5/31/2012,2353
24229,20120601,53,11,BKN034 OVC095,8,BKN,OVC,0,2012,6,1,1,6/1/2012,53
24229,20120601,153,11,SCT034 OVC042,8,SCT,OVC,0,2012,6,1,2,6/1/2012,153
24229,20120601,253,11,SCT042 OVC100,8,SCT,OVC,0,2012,6,1,3,6/1/2012,253
24229,20120601,353,11,BKN044,6,BKN,0,0,2012,6,1,4,6/1/2012,353
24229,20120601,453,11,BKN044 BKN100,6,BKN,BKN,0,2012,6,1,5,6/1/2012,453
24229,20120601,553,11,FEW010 SCT022 OVC100,8,FEW,SCT,OVC,2012,6,1,6,6/1/2012,553
24229,20120601,653,11,FEW012 BKN060 OVC100,8,FEW,BKN,OVC,2012,6,1,7,6/1/2012,653
24229,20120601,753,11,FEW012 SCT030 BKN090,6,FEW,SCT,BKN,2012,6,1,8,6/1/2012,753
24229,20120601,853,11,FEW025 BKN045 BKN095,6,FEW,BKN,BKN,2012,6,1,9,6/1/2012,853
24229,20120601,953,11,SCT028 BKN060 BKN080,6,SCT,BKN,BKN,2012,6,1,10,6/1/2012,953
24229,20120601,1053,11,FEW031 OVC055,8,FEW,OVC,0,2012,6,1,11,6/1/2012,1053
24229,20120601,1153,11,SCT034 BKN046 BKN055,6,SCT,BKN,BKN,2012,6,1,12,6/1/2012,1153
24229,20120601,1253,11,BKN038 BKN050,6,BKN,BKN,0,2012,6,1,13,6/1/2012,1253
24229,20120601,1353,11,BKN037 OVC048,8,BKN,OVC,0,2012,6,1,14,6/1/2012,1353
24229,20120601,1453,11,BKN038 OVC048,8,BKN,OVC,0,2012,6,1,15,6/1/2012,1453
24229,20120601,1553,11,FEW040 BKN050 OVC065,8,FEW,BKN,OVC,2012,6,1,16,6/1/2012,1553
24229,20120601,1653,11,BKN043 BKN050 BKN070,6,BKN,BKN,BKN,2012,6,1,17,6/1/2012,1653
24229,20120601,1753,11,FEW050 SCT070 OVC130,8,FEW,SCT,OVC,2012,6,1,18,6/1/2012,1753
24229,20120601,1853,11,SCT045 BKN100 OVC130,8,SCT,BKN,OVC,2012,6,1,19,6/1/2012,1853
24229,20120601,1953,11,FEW040 BKN090 OVC130,8,FEW,BKN,OVC,2012,6,1,20,6/1/2012,1953
24229,20120601,2053,11,FEW040 OVC090,8,FEW,OVC,0,2012,6,1,21,6/1/2012,2053
24229,20120601,2153,11,SCT023 BKN060 OVC080,8,SCT,BKN,OVC,2012,6,1,22,6/1/2012,2153
24229,20120601,2253,11,BKN025 BKN036 OVC095,8,BKN,BKN,OVC,2012,6,1,23,6/1/2012,2253
24229,20120601,2353,11,FEW020 SCT050 OVC095,8,FEW,SCT,OVC,2012,6,1,24,6/1/2012,2353
24229,20120602,53,11,FEW050 OVC100,8,FEW,OVC,0,2012,6,2,1,6/2/2012,53
24229,20120602,153,11,FEW005 SCT016 BKN050,6,FEW,SCT,BKN,2012,6,2,2,6/2/2012,153
24229,20120602,253,11,FEW005 SCT015 BKN030,6,FEW,SCT,BKN,2012,6,2,3,6/2/2012,253
24229,20120602,353,11,SCT008 BKN020,6,SCT,BKN,0,2012,6,2,4,6/2/2012,353
24229,20120602,453,11,FEW008 BKN015 BKN027,6,FEW,BKN,BKN,2012,6,2,5,6/2/2012,453
24229,20120602,553,11,FEW008 SCT019 BKN027,6,FEW,SCT,BKN,2012,6,2,6,6/2/2012,553
24229,20120602,653,11,SCT021 BKN025 OVC036,8,SCT,BKN,OVC,2012,6,2,7,6/2/2012,653
24229,20120602,753,11,FEW025 BKN039 OVC060,8,FEW,BKN,OVC,2012,6,2,8,6/2/2012,753
24229,20120602,853,11,FEW018 SCT023 OVC029,8,FEW,SCT,OVC,2012,6,2,9,6/2/2012,853
24229,20120602,953,11,FEW021 BKN035 OVC055,8,FEW,BKN,OVC,2012,6,2,10,6/2/2012,953
24229,20120602,1053,11,SCT021 BKN027 OVC044,8,SCT,BKN,OVC,2012,6,2,11,6/2/2012,1053
24229,20120602,1153,11,FEW023 OVC060,8,FEW,OVC,0,2012,6,2,12,6/2/2012,1153
24229,20120602,1253,11,SCT023 BKN029TCU OVC048,#N/A,SCT,BKN,CU ,2012,6,2,13,6/2/2012,1253
24229,20120602,1353,11,SCT039 BKN055 BKN085,6,SCT,BKN,BKN,2012,6,2,14,6/2/2012,1353
24229,20120602,1453,11,SCT032 BKN060 BKN080,6,SCT,BKN,BKN,2012,6,2,15,6/2/2012,1453
24229,20120602,1553,11,SCT055 BKN075,6,SCT,BKN,0,2012,6,2,16,6/2/2012,1553
24229,20120602,1653,11,BKN060,6,BKN,0,0,2012,6,2,17,6/2/2012,1653
24229,20120602,1753,11,BKN055,6,BKN,0,0,2012,6,2,18,6/2/2012,1753
24229,20120602,1853,11,BKN055,6,BKN,0,0,2012,6,2,19,6/2/2012,1853
24229,20120602,1953,11,BKN046 OVC055,8,BKN,OVC,0,2012,6,2,20,6/2/2012,1953
24229,20120602,2053,11,BKN049 BKN130,6,BKN,BKN,0,2012,6,2,21,6/2/2012,2053
24229,20120602,2153,11,BKN050,6,BKN,0,0,2012,6,2,22,6/2/2012,2153
24229,20120602,2253,11,SCT040 BKN150 BKN250,6,SCT,BKN,BKN,2012,6,2,23,6/2/2012,2253
24229,20120602,2353,11,OVC130,8,OVC,0,0,2012,6,2,24,6/2/2012,2353
24229,20120603,53,11,BKN150,6,BKN,0,0,2012,6,3,1,6/3/2012,53
24229,20120603,153,11,BKN037 BKN150,6,BKN,BKN,0,2012,6,3,2,6/3/2012,153
24229,20120603,253,11,SCT039 OVC120,8,SCT,OVC,0,2012,6,3,3,6/3/2012,253
24229,20120603,353,11,FEW040 OVC120,8,FEW,OVC,0,2012,6,3,4,6/3/2012,353
24229,20120603,453,11,SCT039 OVC110,8,SCT,OVC,0,2012,6,3,5,6/3/2012,453
24229,20120603,553,11,SCT040 OVC110,8,SCT,OVC,0,2012,6,3,6,6/3/2012,553
24229,20120603,653,11,OVC110,8,OVC,0,0,2012,6,3,7,6/3/2012,653
24229,20120603,753,11,FEW045 BKN110 OVC150,8,FEW,BKN,OVC,2012,6,3,8,6/3/2012,753
24229,20120603,853,11,FEW045 BKN110 OVC250,8,FEW,BKN,OVC,2012,6,3,9,6/3/2012,853
24229,20120603,953,11,FEW045 SCT110 OVC150,8,FEW,SCT,OVC,2012,6,3,10,6/3/2012,953
24229,20120603,1053,11,FEW060 SCT075 OVC090,8,FEW,SCT,OVC,2012,6,3,11,6/3/2012,1053
24229,20120603,1153,11,SCT060 OVC080,8,SCT,OVC,0,2012,6,3,12,6/3/2012,1153
24229,20120603,1253,11,FEW045 OVC090,8,FEW,OVC,0,2012,6,3,13,6/3/2012,1253
24229,20120603,1353,11,FEW045 OVC090,8,FEW,OVC,0,2012,6,3,14,6/3/2012,1353
24229,20120603,1453,11,FEW045 SCT090 BKN250,6,FEW,SCT,BKN,2012,6,3,15,6/3/2012,1453
24229,20120603,1553,11,SCT045 BKN085 OVC250,8,SCT,BKN,OVC,2012,6,3,16,6/3/2012,1553
24229,20120603,1653,11,SCT050 BKN080,6,SCT,BKN,0,2012,6,3,17,6/3/2012,1653
24229,20120603,1753,11,SCT050 BKN080 OVC200,8,SCT,BKN,OVC,2012,6,3,18,6/3/2012,1753
24229,20120603,1853,11,FEW050 BKN075 OVC200,8,FEW,BKN,OVC,2012,6,3,19,6/3/2012,1853
24229,20120603,1953,11,BKN070 BKN250,6,BKN,BKN,0,2012,6,3,20,6/3/2012,1953
24229,20120603,2053,11,BKN075 OVC250,8,BKN,OVC,0,2012,6,3,21,6/3/2012,2053
24229,20120603,2153,11,BKN060 OVC075,8,BKN,OVC,0,2012,6,3,22,6/3/2012,2153
24229,20120603,2253,11,OVC055,8,OVC,0,0,2012,6,3,23,6/3/2012,2253
24229,20120603,2353,11,OVC080,8,OVC,0,0,2012,6,3,24,6/3/2012,2353
24229,20120604,53,11,FEW055 BKN075 OVC090,8,FEW,BKN,OVC,2012,6,4,1,6/4/2012,53
24229,20120604,153,11,BKN034 OVC045,8,BKN,OVC,0,2012,6,4,2,6/4/2012,153
24229,20120604,253,11,FEW007 SCT044 OVC055,8,FEW,SCT,OVC,2012,6,4,3,6/4/2012,253
24229,20120604,353,11,SCT009 OVC025,8,SCT,OVC,0,2012,6,4,4,6/4/2012,353
24229,20120604,453,11,BKN007 OVC025,8,BKN,OVC,0,2012,6,4,5,6/4/2012,453
24229,20120604,553,11,FEW007 SCT011 OVC021,8,FEW,SCT,OVC,2012,6,4,6,6/4/2012,553
24229,20120604,653,11,FEW007 BKN017 OVC080,8,FEW,BKN,OVC,2012,6,4,7,6/4/2012,653
24229,20120604,753,11,SCT007 OVC012,8,SCT,OVC,0,2012,6,4,8,6/4/2012,753
24229,20120604,853,11,OVC008,8,OVC,0,0,2012,6,4,9,6/4/2012,853
24229,20120604,953,11,OVC009,8,OVC,0,0,2012,6,4,10,6/4/2012,953
24229,20120604,1053,11,OVC010,8,OVC,0,0,2012,6,4,11,6/4/2012,1053
24229,20120604,1153,11,BKN010 BKN019 OVC048,8,BKN,BKN,OVC,2012,6,4,12,6/4/2012,1153
24229,20120604,1253,11,BKN012 BKN019 OVC060,8,BKN,BKN,OVC,2012,6,4,13,6/4/2012,1253
24229,20120604,1353,11,BKN014 BKN019 OVC024,8,BKN,BKN,OVC,2012,6,4,14,6/4/2012,1353
24229,20120604,1453,11,FEW014 BKN024 OVC029,8,FEW,BKN,OVC,2012,6,4,15,6/4/2012,1453
24229,20120604,1553,11,SCT016 BKN024 OVC033,8,SCT,BKN,OVC,2012,6,4,16,6/4/2012,1553
24229,20120604,1653,11,SCT042 OVC070,8,SCT,OVC,0,2012,6,4,17,6/4/2012,1653
24229,20120604,1753,11,SCT050 BKN085 OVC100,8,SCT,BKN,OVC,2012,6,4,18,6/4/2012,1753
24229,20120604,1853,11,SCT017 BKN021 OVC075,8,SCT,BKN,OVC,2012,6,4,19,6/4/2012,1853
24229,20120604,1953,11,BKN026 BKN034 OVC060,8,BKN,BKN,OVC,2012,6,4,20,6/4/2012,1953
24229,20120604,2053,11,SCT022 OVC028,8,SCT,OVC,0,2012,6,4,21,6/4/2012,2053
24229,20120604,2153,11,FEW013 BKN025 OVC037,8,FEW,BKN,OVC,2012,6,4,22,6/4/2012,2153
24229,20120604,2253,11,FEW013 BKN024 OVC047,8,FEW,BKN,OVC,2012,6,4,23,6/4/2012,2253
24229,20120604,2353,11,SCT025 OVC036,8,SCT,OVC,0,2012,6,4,24,6/4/2012,2353
24229,20120605,53,11,FEW012 BKN028 OVC042,8,FEW,BKN,OVC,2012,6,5,1,6/5/2012,53
24229,20120605,153,11,FEW012 SCT028 OVC037,8,FEW,SCT,OVC,2012,6,5,2,6/5/2012,153
24229,20120605,253,11,FEW012 SCT040 OVC049,8,FEW,SCT,OVC,2012,6,5,3,6/5/2012,253
24229,20120605,353,11,SCT012 BKN041 OVC060,8,SCT,BKN,OVC,2012,6,5,4,6/5/2012,353
